YEAR,MO,DY,WS,WD,LV ActivePower (kW)
2019,3,29,3.58,300.62,11.578339990929992
2019,3,30,8.35,179.12,1649.731900619999
2019,3,31,7.8,102.06,1047.1377806000007
2019,4,1,6.58,147.88,719.7517279040006
2019,4,2,6.34,92.44,909.0392835679996
2019,4,3,6.09,140.0,580.5970129320003
2019,4,4,6.77,267.88,550.3381398344997
2019,4,5,6.52,191.5,622.3278106609996
2019,4,6,6.65,130.44,729.2898150839999
2019,4,7,3.34,294.38,14.241210842800003
2019,4,8,9.45,181.38,2194.8101464600018
2019,4,9,7.48,273.44,1022.9916334602995
2019,4,10,8.7,179.88,1828.4345239100005
2019,4,11,6.05,259.38,577.0936425929996
2019,4,12,6.78,247.69,685.3789195095004
2019,4,13,6.5,242.75,741.9489746010004
2019,4,14,8.23,216.06,1496.6870189899992
2019,4,15,6.07,267.0,540.372468881
2019,4,16,4.14,280.38,72.2616766353
2019,4,17,6.95,147.0,873.3482665709997
2019,4,18,4.6,146.38,187.163496796
2019,4,19,7.76,248.19,1198.1102479700007
2019,4,20,6.81,232.31,619.9835501416005
2019,4,21,5.31,231.88,385.8112210259999
2019,4,22,6.18,240.81,346.2392736759999
2019,4,23,9.2,243.81,2084.5293285499997
2019,4,24,7.48,233.81,1126.315330656999
2019,4,25,8.08,237.75,1383.4067051599998
2019,4,26,8.39,219.19,1538.3910463100005
2019,4,27,7.48,260.19,1067.2545890470997
2019,4,28,8.7,262.44,1862.7357665399995
2019,4,29,9.65,165.44,2195.206278129999
2019,4,30,9.88,339.62,2436.7161547700002
2019,5,1,9.23,218.69,1918.4787086899998
2019,5,2,6.98,183.19,890.3528295870008
2019,5,3,6.13,297.5,541.623376144
2019,5,4,6.59,125.5,784.9510278540006
2019,5,5,9.05,178.5,1897.1640026399994
2019,5,6,8.89,243.25,2007.2242885600012
2019,5,7,8.3,247.81,1568.6978709799996
2019,5,8,6.84,226.0,714.2300909109998
2019,5,9,5.23,237.94,339.5206866400001
2019,5,10,8.06,235.12,1213.3079979800002
2019,5,11,9.1,240.56,2146.16160768
2019,5,12,8.61,214.0,1711.3636805400013
2019,5,13,9.16,235.62,1984.1605138799994
2019,5,14,8.14,233.94,1571.09140005
2019,5,15,7.79,207.12,1325.1577868399995
2019,5,16,7.17,194.81,933.1813720709993
2019,5,17,6.93,235.69,842.9679052749997
2019,5,18,6.09,251.56,559.1884799260001
2019,5,19,4.23,244.25,139.16883742279987
2019,5,20,8.04,199.5,1391.8680402510008
2019,5,21,6.72,238.31,772.8834528060004
2019,5,22,9.3,245.75,1909.3685901699998
2019,5,23,7.89,254.06,1300.9106530699992
2019,5,24,5.55,220.25,436.465663437
2019,5,25,7.5,263.62,1090.6210095999995
2019,5,26,5.52,327.44,379.4287567180001
2019,5,27,3.84,306.94,61.761939849200004
2019,5,28,8.13,264.44,1704.118619230001
2019,5,29,3.86,264.56,77.10463176820004
2019,5,30,7.19,289.31,926.8758737250008
2019,5,31,7.28,120.44,783.7575226779998
2019,6,1,8.7,251.81,1936.261423399999
2019,6,2,9.09,232.88,2027.1215441210006
2019,6,3,6.86,190.88,816.3916101170003
2019,6,4,6.55,141.5,747.2599750080001
2019,6,5,5.38,266.44,250.20116775560007
2019,6,6,1.69,309.5,0.0
2019,6,7,8.97,237.06,2016.4914600799984
2019,6,8,8.93,258.94,1880.04329593
2019,6,9,8.9,201.81,1930.2730272899996
2019,6,10,8.39,204.25,1676.402454829999
2019,6,11,4.38,256.56,155.35305454525007
2019,6,12,5.6,115.06,434.21028960800027
2019,6,13,4.58,158.5,192.42833282099988
2019,6,14,5.35,113.94,452.39502868499994
2019,6,15,7.3,162.38,1064.1569830170004
2019,6,16,6.12,194.56,546.5347988839998
2019,6,17,9.21,206.62,1936.0862861389996
2019,6,18,3.91,215.19,86.55179637850007
2019,6,19,7.07,164.94,961.1294054839999
2019,6,20,6.18,220.56,416.52777892800003
2019,6,21,5.05,220.56,274.086343987
2019,6,22,4.8,228.25,210.28634278099997
2019,6,23,5.32,230.25,359.9582934590002
2019,6,24,3.91,213.94,86.55179637850007
2019,6,25,4.64,219.69,202.55022963600007
2019,6,26,6.78,237.19,663.613671874
2019,6,27,5.19,235.25,268.89380920800005
2019,6,28,4.71,233.88,194.29246573069997
2019,6,29,5.29,236.06,350.4606195170001
2019,6,30,4.67,232.75,165.81949629000002
2019,7,1,3.73,217.88,24.835580721399992
2019,7,2,3.58,207.69,51.00171582961001
2019,7,3,5.54,227.5,450.24535461999983
2019,7,4,5.07,228.5,282.49964616499994
2019,7,5,4.43,227.81,160.34069720099993
2019,7,6,5.58,231.25,457.6320443700004
2019,7,7,4.55,232.62,229.5494128239997
2019,7,8,5.55,230.44,457.5308040089999
2019,7,9,5.01,237.25,284.9221344069998
2019,7,10,4.73,238.25,225.86909239700003
2019,7,11,4.41,239.94,155.37841766899984
2019,7,12,3.12,227.06,9.773331609385997
2019,7,13,5.92,232.25,535.2867573559995
2019,7,14,3.6,241.25,33.63061082922
2019,7,15,4.41,241.75,156.57994339899983
2019,7,16,3.07,234.81,6.07916286454
2019,7,17,1.55,233.38,0.0
2019,7,18,3.41,224.75,21.64623706975599
2019,7,19,4.97,214.62,278.6252824350001
2019,7,20,4.75,203.44,247.3403787319998
2019,7,21,6.23,235.44,625.5618407999999
2019,7,22,6.44,235.12,675.1917059539995
2019,7,23,4.95,232.0,277.162917615
2019,7,24,4.96,240.31,278.16786254499965
2019,7,25,3.92,244.19,86.38243378179996
2019,7,26,2.41,243.25,0.26136340251199996
2019,7,27,2.86,243.69,0.31140728
2019,7,28,4.67,237.06,164.33516386300005
2019,7,29,3.9,259.5,82.8924988900999
2019,7,30,3.29,185.81,3.2572512243200005
2019,7,31,7.73,243.62,1032.61749271
2019,8,1,3.59,231.5,19.321580633749992
2019,8,2,4.61,213.69,175.81845841499998
2019,8,3,4.91,228.62,251.1004609775001
2019,8,4,4.2,225.5,130.31544662630003
2019,8,5,3.95,236.19,84.93446006369996
2019,8,6,4.33,222.0,179.17888381699984
2019,8,7,4.09,217.5,106.42200589899994
2019,8,8,5.38,190.25,328.65119780300006
2019,8,9,3.71,208.81,9.801463353600003
2019,8,10,3.57,254.5,23.53476717189002
2019,8,11,4.8,180.31,215.96801774400012
2019,8,12,6.44,135.94,650.529530663
2019,8,13,4.8,160.38,209.21688814100028
2019,8,14,5.76,166.88,478.7883230429997
2019,8,15,4.12,221.44,92.46563476659998
2019,8,16,4.63,221.88,179.66217057600014
2019,8,17,4.62,222.19,191.15265688500017
2019,8,18,5.38,220.62,347.08676607
2019,8,19,4.19,223.38,49.79752438182
2019,8,20,4.65,225.94,233.6592617412001
2019,8,21,5.38,235.25,363.6798718450003
2019,8,22,3.5,223.62,22.59079158443998
2019,8,23,3.1,227.12,9.195230704647999
2019,8,24,4.54,224.81,169.57704558999998
2019,8,25,4.55,222.81,213.44438033700004
